"Type","Location","Count","Quarter","Year","Value","Time_Number","Time_String"
"Total emergency department presentations","New South Wales","Number","2","2016",689627,2016.25,"Q2 2016"
"Total emergency department presentations","New South Wales","Number","2","2017",698254,2017.25,"Q2 2017"
"Total emergency department presentations","New South Wales","Number","2","2018",753956,2018.25,"Q2 2018"
"Total emergency department presentations","New South Wales","Number","2","2019",615007,2019.25,"Q2 2019"
"Total emergency department presentations","New South Wales","Number","2","2020",806635,2020.25,"Q2 2020"
"Total emergency department presentations","New South Wales","Number","2","2021",794811,2021.25,"Q2 2021"
"Total emergency department presentations","New South Wales","Per cent","3","2014",25,2014.5,"Q3 2014"
"Total emergency department presentations","New South Wales","Per cent","3","2015",25,2015.5,"Q3 2015"
"Total emergency department presentations","New South Wales","Per cent","3","2016",24,2016.5,"Q3 2016"
"Total emergency department presentations","New South Wales","Per cent","3","2017",26,2017.5,"Q3 2017"
"Total emergency department presentations","New South Wales","Per cent","3","2018",24,2018.5,"Q3 2018"
"Total emergency department presentations","New South Wales","Per cent","3","2019",26,2019.5,"Q3 2019"
"Total emergency department presentations","New South Wales","Per cent","3","2020",23,2020.5,"Q3 2020"
"Total emergency department presentations","New South Wales","Per cent","3","2021",24,2021.5,"Q3 2021"
"Total emergency department presentations","New South Wales","Per cent","4","2014",26,2014.75,"Q4 2014"
"Total emergency department presentations","New South Wales","Per cent","4","2015",25,2015.75,"Q4 2015"
"Total emergency department presentations","New South Wales","Per cent","4","2016",26,2016.75,"Q4 2016"
"Total emergency department presentations","New South Wales","Per cent","4","2017",25,2017.75,"Q4 2017"
"Total emergency department presentations","New South Wales","Per cent","4","2018",25,2018.75,"Q4 2018"
"Total emergency department presentations","New South Wales","Per cent","4","2019",27,2019.75,"Q4 2019"
"Total emergency department presentations","New South Wales","Per cent","4","2020",26,2020.75,"Q4 2020"
"Total emergency department presentations","New South Wales","Per cent","4","2021",25,2021.75,"Q4 2021"
"Total emergency department presentations","New South Wales","Per cent","1","2014",25,2014,"Q1 2014"
"Total emergency department presentations","New South Wales","Per cent","1","2015",26,2015,"Q1 2015"
"Total emergency department presentations","New South Wales","Per cent","1","2016",25,2016,"Q1 2016"
"Total emergency department presentations","New South Wales","Per cent","1","2017",25,2017,"Q1 2017"
"Total emergency department presentations","New South Wales","Per cent","1","2018",25,2018,"Q1 2018"
"Total emergency department presentations","New South Wales","Per cent","1","2019",26,2019,"Q1 2019"
"Total emergency department presentations","New South Wales","Per cent","1","2020",25,2020,"Q1 2020"
"Total emergency department presentations","New South Wales","Per cent","1","2021",24,2021,"Q1 2021"
"Total emergency department presentations","New South Wales","Per cent","2","2014",24,2014.25,"Q2 2014"
"Total emergency department presentations","New South Wales","Per cent","2","2015",24,2015.25,"Q2 2015"
"Total emergency department presentations","New South Wales","Per cent","2","2016",25,2016.25,"Q2 2016"
"Total emergency department presentations","New South Wales","Per cent","2","2017",24,2017.25,"Q2 2017"
"Total emergency department presentations","New South Wales","Per cent","2","2018",25,2018.25,"Q2 2018"
"Total emergency department presentations","New South Wales","Per cent","2","2019",21,2019.25,"Q2 2019"
"Total emergency department presentations","New South Wales","Per cent","2","2020",26,2020.25,"Q2 2020"
"Total emergency department presentations","New South Wales","Per cent","2","2021",26,2021.25,"Q2 2021"
"Total emergency department presentations","Victoria","Number","3","2014",400387,2014.5,"Q3 2014"
"Total emergency department presentations","Victoria","Number","3","2015",416056,2015.5,"Q3 2015"
"Total emergency department presentations","Victoria","Number","3","2016",421554,2016.5,"Q3 2016"
"Total emergency department presentations","Victoria","Number","3","2017",454152,2017.5,"Q3 2017"
"Total emergency department presentations","Victoria","Number","3","2018",450825,2018.5,"Q3 2018"
"Total emergency department presentations","Victoria","Number","3","2019",479156,2019.5,"Q3 2019"
"Total emergency department presentations","Victoria","Number","3","2020",362353,2020.5,"Q3 2020"
"Total emergency department presentations","Victoria","Number","3","2021",445495,2021.5,"Q3 2021"
"Total emergency department presentations","Victoria","Number","4","2014",408959,2014.75,"Q4 2014"
"Total emergency department presentations","Victoria","Number","4","2015",420840,2015.75,"Q4 2015"
"Total emergency department presentations","Victoria","Number","4","2016",443147,2016.75,"Q4 2016"
"Total emergency department presentations","Victoria","Number","4","2017",452445,2017.75,"Q4 2017"
"Total emergency department presentations","Victoria","Number","4","2018",468299,2018.75,"Q4 2018"
"Total emergency department presentations","Victoria","Number","4","2019",481179,2019.75,"Q4 2019"
"Total emergency department presentations","Victoria","Number","4","2020",448273,2020.75,"Q4 2020"
"Total emergency department presentations","Victoria","Number","4","2021",461071,2021.75,"Q4 2021"
"Total emergency department presentations","Victoria","Number","1","2014",398367,2014,"Q1 2014"
"Total emergency department presentations","Victoria","Number","1","2015",422110,2015,"Q1 2015"
"Total emergency department presentations","Victoria","Number","1","2016",429762,2016,"Q1 2016"
"Total emergency department presentations","Victoria","Number","1","2017",443737,2017,"Q1 2017"
"Total emergency department presentations","Victoria","Number","1","2018",466115,2018,"Q1 2018"
"Total emergency department presentations","Victoria","Number","1","2019",467206,2019,"Q1 2019"
"Total emergency department presentations","Victoria","Number","1","2020",481669,2020,"Q1 2020"
"Total emergency department presentations","Victoria","Number","1","2021",463007,2021,"Q1 2021"
"Total emergency department presentations","Victoria","Number","2","2014",402910,2014.25,"Q2 2014"
"Total emergency department presentations","Victoria","Number","2","2015",420880,2015.25,"Q2 2015"
"Total emergency department presentations","Victoria","Number","2","2016",436577,2016.25,"Q2 2016"
"Total emergency department presentations","Victoria","Number","2","2017",442572,2017.25,"Q2 2017"
"Total emergency department presentations","Victoria","Number","2","2018",473744,2018.25,"Q2 2018"
"Total emergency department presentations","Victoria","Number","2","2019",357594,2019.25,"Q2 2019"
"Total emergency department presentations","Victoria","Number","2","2020",480064,2020.25,"Q2 2020"
"Total emergency department presentations","Victoria","Number","2","2021",486739,2021.25,"Q2 2021"
"Total emergency department presentations","Victoria","Per cent","3","2014",25,2014.5,"Q3 2014"
"Total emergency department presentations","Victoria","Per cent","3","2015",25,2015.5,"Q3 2015"
"Total emergency department presentations","Victoria","Per cent","3","2016",24,2016.5,"Q3 2016"
"Total emergency department presentations","Victoria","Per cent","3","2017",25,2017.5,"Q3 2017"
"Total emergency department presentations","Victoria","Per cent","3","2018",24,2018.5,"Q3 2018"
"Total emergency department presentations","Victoria","Per cent","3","2019",27,2019.5,"Q3 2019"
"Total emergency department presentations","Victoria","Per cent","3","2020",20,2020.5,"Q3 2020"
"Total emergency department presentations","Victoria","Per cent","3","2021",24,2021.5,"Q3 2021"
"Total emergency department presentations","Victoria","Per cent","4","2014",25,2014.75,"Q4 2014"
"Total emergency department presentations","Victoria","Per cent","4","2015",25,2015.75,"Q4 2015"
"Total emergency department presentations","Victoria","Per cent","4","2016",26,2016.75,"Q4 2016"
"Total emergency department presentations","Victoria","Per cent","4","2017",25,2017.75,"Q4 2017"
"Total emergency department presentations","Victoria","Per cent","4","2018",25,2018.75,"Q4 2018"
"Total emergency department presentations","Victoria","Per cent","4","2019",27,2019.75,"Q4 2019"
"Total emergency department presentations","Victoria","Per cent","4","2020",25,2020.75,"Q4 2020"
"Total emergency department presentations","Victoria","Per cent","4","2021",25,2021.75,"Q4 2021"
"Total emergency department presentations","Victoria","Per cent","1","2014",25,2014,"Q1 2014"
"Total emergency department presentations","Victoria","Per cent","1","2015",25,2015,"Q1 2015"
"Total emergency department presentations","Victoria","Per cent","1","2016",25,2016,"Q1 2016"
"Total emergency department presentations","Victoria","Per cent","1","2017",25,2017,"Q1 2017"
"Total emergency department presentations","Victoria","Per cent","1","2018",25,2018,"Q1 2018"
"Total emergency department presentations","Victoria","Per cent","1","2019",26,2019,"Q1 2019"
"Total emergency department presentations","Victoria","Per cent","1","2020",27,2020,"Q1 2020"
"Total emergency department presentations","Victoria","Per cent","1","2021",25,2021,"Q1 2021"
"Total emergency department presentations","Victoria","Per cent","2","2014",25,2014.25,"Q2 2014"
"Total emergency department presentations","Victoria","Per cent","2","2015",25,2015.25,"Q2 2015"
"Total emergency department presentations","Victoria","Per cent","2","2016",25,2016.25,"Q2 2016"
"Total emergency department presentations","Victoria","Per cent","2","2017",25,2017.25,"Q2 2017"
"Total emergency department presentations","Victoria","Per cent","2","2018",25,2018.25,"Q2 2018"
"Total emergency department presentations","Victoria","Per cent","2","2019",20,2019.25,"Q2 2019"
"Total emergency department presentations","Victoria","Per cent","2","2020",27,2020.25,"Q2 2020"
"Total emergency department presentations","Victoria","Per cent","2","2021",26,2021.25,"Q2 2021"
"Total emergency department presentations","Queensland","Number","3","2014",340550,2014.5,"Q3 2014"
"Total emergency department presentations","Queensland","Number","3","2015",356361,2015.5,"Q3 2015"
"Total emergency department presentations","Queensland","Number","3","2016",358921,2016.5,"Q3 2016"
"Total emergency department presentations","Queensland","Number","3","2017",386268,2017.5,"Q3 2017"
"Total emergency department presentations","Queensland","Number","3","2018",382856,2018.5,"Q3 2018"
"Total emergency department presentations","Queensland","Number","3","2019",414164,2019.5,"Q3 2019"
"Total emergency department presentations","Queensland","Number","3","2020",464458,2020.5,"Q3 2020"
"Total emergency department presentations","Queensland","Number","3","2021",488485,2021.5,"Q3 2021"
"Total emergency department presentations","Queensland","Number","4","2014",348136,2014.75,"Q4 2014"
"Total emergency department presentations","Queensland","Number","4","2015",357234,2015.75,"Q4 2015"
"Total emergency department presentations","Queensland","Number","4","2016",367233,2016.75,"Q4 2016"
"Total emergency department presentations","Queensland","Number","4","2017",378838,2017.75,"Q4 2017"
"Total emergency department presentations","Queensland","Number","4","2018",393078,2018.75,"Q4 2018"
"Total emergency department presentations","Queensland","Number","4","2019",405818,2019.75,"Q4 2019"
"Total emergency department presentations","Queensland","Number","4","2020",463350,2020.75,"Q4 2020"
"Total emergency department presentations","Queensland","Number","4","2021",498398,2021.75,"Q4 2021"
"Total emergency department presentations","Queensland","Number","1","2014",350844,2014,"Q1 2014"
"Total emergency department presentations","Queensland","Number","1","2015",366908,2015,"Q1 2015"
"Total emergency department presentations","Queensland","Number","1","2016",366783,2016,"Q1 2016"
"Total emergency department presentations","Queensland","Number","1","2017",373595,2017,"Q1 2017"
"Total emergency department presentations","Queensland","Number","1","2018",393276,2018,"Q1 2018"
"Total emergency department presentations","Queensland","Number","1","2019",419509,2019,"Q1 2019"
"Total emergency department presentations","Queensland","Number","1","2020",489002,2020,"Q1 2020"
"Total emergency department presentations","Queensland","Number","1","2021",438217,2021,"Q1 2021"
"Total emergency department presentations","Queensland","Number","2","2014",339353,2014.25,"Q2 2014"
"Total emergency department presentations","Queensland","Number","2","2015",358640,2015.25,"Q2 2015"
"Total emergency department presentations","Queensland","Number","2","2016",364146,2016.25,"Q2 2016"
"Total emergency department presentations","Queensland","Number","2","2017",373417,2017.25,"Q2 2017"
"Total emergency department presentations","Queensland","Number","2","2018",392615,2018.25,"Q2 2018"
"Total emergency department presentations","Queensland","Number","2","2019",366904,2019.25,"Q2 2019"
"Total emergency department presentations","Queensland","Number","2","2020",470571,2020.25,"Q2 2020"
"Total emergency department presentations","Queensland","Number","2","2021",442760,2021.25,"Q2 2021"
"Total emergency department presentations","Queensland","Per cent","3","2014",25,2014.5,"Q3 2014"
"Total emergency department presentations","Queensland","Per cent","3","2015",25,2015.5,"Q3 2015"
"Total emergency department presentations","Queensland","Per cent","3","2016",25,2016.5,"Q3 2016"
"Total emergency department presentations","Queensland","Per cent","3","2017",26,2017.5,"Q3 2017"
"Total emergency department presentations","Queensland","Per cent","3","2018",25,2018.5,"Q3 2018"
"Total emergency department presentations","Queensland","Per cent","3","2019",26,2019.5,"Q3 2019"
"Total emergency department presentations","Queensland","Per cent","3","2020",25,2020.5,"Q3 2020"
"Total emergency department presentations","Queensland","Per cent","3","2021",26,2021.5,"Q3 2021"
"Total emergency department presentations","Queensland","Per cent","4","2014",25,2014.75,"Q4 2014"
"Total emergency department presentations","Queensland","Per cent","4","2015",25,2015.75,"Q4 2015"
"Total emergency department presentations","Queensland","Per cent","4","2016",25,2016.75,"Q4 2016"
"Total emergency department presentations","Queensland","Per cent","4","2017",25,2017.75,"Q4 2017"
"Total emergency department presentations","Queensland","Per cent","4","2018",25,2018.75,"Q4 2018"
"Total emergency department presentations","Queensland","Per cent","4","2019",25,2019.75,"Q4 2019"
"Total emergency department presentations","Queensland","Per cent","4","2020",25,2020.75,"Q4 2020"
"Total emergency department presentations","Queensland","Per cent","4","2021",27,2021.75,"Q4 2021"
"Total emergency department presentations","Queensland","Per cent","1","2014",25,2014,"Q1 2014"
"Total emergency department presentations","Queensland","Per cent","1","2015",25,2015,"Q1 2015"
"Total emergency department presentations","Queensland","Per cent","1","2016",25,2016,"Q1 2016"
"Total emergency department presentations","Queensland","Per cent","1","2017",25,2017,"Q1 2017"
"Total emergency department presentations","Queensland","Per cent","1","2018",25,2018,"Q1 2018"
"Total emergency department presentations","Queensland","Per cent","1","2019",26,2019,"Q1 2019"
"Total emergency department presentations","Queensland","Per cent","1","2020",26,2020,"Q1 2020"
"Total emergency department presentations","Queensland","Per cent","1","2021",23,2021,"Q1 2021"
"Total emergency department presentations","Queensland","Per cent","2","2014",25,2014.25,"Q2 2014"
"Total emergency department presentations","Queensland","Per cent","2","2015",25,2015.25,"Q2 2015"
"Total emergency department presentations","Queensland","Per cent","2","2016",25,2016.25,"Q2 2016"
"Total emergency department presentations","Queensland","Per cent","2","2017",25,2017.25,"Q2 2017"
"Total emergency department presentations","Queensland","Per cent","2","2018",25,2018.25,"Q2 2018"
"Total emergency department presentations","Queensland","Per cent","2","2019",23,2019.25,"Q2 2019"
"Total emergency department presentations","Queensland","Per cent","2","2020",25,2020.25,"Q2 2020"
"Total emergency department presentations","Queensland","Per cent","2","2021",24,2021.25,"Q2 2021"
"Total emergency department presentations","Western Australia","Number","3","2014",202676,2014.5,"Q3 2014"
"Total emergency department presentations","Western Australia","Number","3","2015",208942,2015.5,"Q3 2015"
"Total emergency department presentations","Western Australia","Number","3","2016",210578,2016.5,"Q3 2016"
"Total emergency department presentations","Western Australia","Number","3","2017",215731,2017.5,"Q3 2017"
"Total emergency department presentations","Western Australia","Number","3","2018",234398,2018.5,"Q3 2018"
"Total emergency department presentations","Western Australia","Number","3","2019",245063,2019.5,"Q3 2019"
"Total emergency department presentations","Western Australia","Number","3","2020",239344,2020.5,"Q3 2020"
"Total emergency department presentations","Western Australia","Number","3","2021",261174,2021.5,"Q3 2021"
"Total emergency department presentations","Western Australia","Number","4","2014",201958,2014.75,"Q4 2014"
"Total emergency department presentations","Western Australia","Number","4","2015",208062,2015.75,"Q4 2015"
"Total emergency department presentations","Western Australia","Number","4","2016",210243,2016.75,"Q4 2016"
"Total emergency department presentations","Western Australia","Number","4","2017",219182,2017.75,"Q4 2017"
"Total emergency department presentations","Western Australia","Number","4","2018",239257,2018.75,"Q4 2018"
"Total emergency department presentations","Western Australia","Number","4","2019",246883,2019.75,"Q4 2019"
"Total emergency department presentations","Western Australia","Number","4","2020",261231,2020.75,"Q4 2020"
"Total emergency department presentations","Western Australia","Number","4","2021",263946,2021.75,"Q4 2021"
"Total emergency department presentations","Western Australia","Number","1","2014",198768,2014,"Q1 2014"
"Total emergency department presentations","Western Australia","Number","1","2015",207171,2015,"Q1 2015"
"Total emergency department presentations","Western Australia","Number","1","2016",205844,2016,"Q1 2016"
"Total emergency department presentations","Western Australia","Number","1","2017",211989,2017,"Q1 2017"
"Total emergency department presentations","Western Australia","Number","1","2018",234561,2018,"Q1 2018"
"Total emergency department presentations","Western Australia","Number","1","2019",237638,2019,"Q1 2019"
"Total emergency department presentations","Western Australia","Number","1","2020",247378,2020,"Q1 2020"
"Total emergency department presentations","Western Australia","Number","1","2021",236122,2021,"Q1 2021"
"Total emergency department presentations","Western Australia","Number","2","2014",200419,2014.25,"Q2 2014"
"Total emergency department presentations","Western Australia","Number","2","2015",205256,2015.25,"Q2 2015"
"Total emergency department presentations","Western Australia","Number","2","2016",208886,2016.25,"Q2 2016"
"Total emergency department presentations","Western Australia","Number","2","2017",209805,2017.25,"Q2 2017"
"Total emergency department presentations","Western Australia","Number","2","2018",246765,2018.25,"Q2 2018"
"Total emergency department presentations","Western Australia","Number","2","2019",199923,2019.25,"Q2 2019"
"Total emergency department presentations","Western Australia","Number","2","2020",249863,2020.25,"Q2 2020"
"Total emergency department presentations","Western Australia","Number","2","2021",230280,2021.25,"Q2 2021"
"Total emergency department presentations","Western Australia","Per cent","3","2014",25,2014.5,"Q3 2014"
"Total emergency department presentations","Western Australia","Per cent","3","2015",25,2015.5,"Q3 2015"
"Total emergency department presentations","Western Australia","Per cent","3","2016",25,2016.5,"Q3 2016"
"Total emergency department presentations","Western Australia","Per cent","3","2017",25,2017.5,"Q3 2017"
"Total emergency department presentations","Western Australia","Per cent","3","2018",25,2018.5,"Q3 2018"
"Total emergency department presentations","Western Australia","Per cent","3","2019",26,2019.5,"Q3 2019"
"Total emergency department presentations","Western Australia","Per cent","3","2020",24,2020.5,"Q3 2020"
"Total emergency department presentations","Western Australia","Per cent","3","2021",26,2021.5,"Q3 2021"
"Total emergency department presentations","Western Australia","Per cent","4","2014",25,2014.75,"Q4 2014"
"Total emergency department presentations","Western Australia","Per cent","4","2015",25,2015.75,"Q4 2015"
"Total emergency department presentations","Western Australia","Per cent","4","2016",25,2016.75,"Q4 2016"
"Total emergency department presentations","Western Australia","Per cent","4","2017",26,2017.75,"Q4 2017"
"Total emergency department presentations","Western Australia","Per cent","4","2018",25,2018.75,"Q4 2018"
"Total emergency department presentations","Western Australia","Per cent","4","2019",27,2019.75,"Q4 2019"
"Total emergency department presentations","Western Australia","Per cent","4","2020",26,2020.75,"Q4 2020"
"Total emergency department presentations","Western Australia","Per cent","4","2021",27,2021.75,"Q4 2021"
"Total emergency department presentations","Western Australia","Per cent","1","2014",25,2014,"Q1 2014"
"Total emergency department presentations","Western Australia","Per cent","1","2015",25,2015,"Q1 2015"
"Total emergency department presentations","Western Australia","Per cent","1","2016",25,2016,"Q1 2016"
"Total emergency department presentations","Western Australia","Per cent","1","2017",25,2017,"Q1 2017"
"Total emergency department presentations","Western Australia","Per cent","1","2018",25,2018,"Q1 2018"
"Total emergency department presentations","Western Australia","Per cent","1","2019",26,2019,"Q1 2019"
"Total emergency department presentations","Western Australia","Per cent","1","2020",25,2020,"Q1 2020"
"Total emergency department presentations","Western Australia","Per cent","1","2021",24,2021,"Q1 2021"
"Total emergency department presentations","Western Australia","Per cent","2","2014",25,2014.25,"Q2 2014"
"Total emergency department presentations","Western Australia","Per cent","2","2015",25,2015.25,"Q2 2015"
"Total emergency department presentations","Western Australia","Per cent","2","2016",25,2016.25,"Q2 2016"
"Total emergency department presentations","Western Australia","Per cent","2","2017",24,2017.25,"Q2 2017"
"Total emergency department presentations","Western Australia","Per cent","2","2018",26,2018.25,"Q2 2018"
"Total emergency department presentations","Western Australia","Per cent","2","2019",22,2019.25,"Q2 2019"
"Total emergency department presentations","Western Australia","Per cent","2","2020",25,2020.25,"Q2 2020"
"Total emergency department presentations","Western Australia","Per cent","2","2021",23,2021.25,"Q2 2021"
"Total emergency department presentations","South Australia","Number","3","2014",118981,2014.5,"Q3 2014"
"Total emergency department presentations","South Australia","Number","3","2015",119025,2015.5,"Q3 2015"
"Total emergency department presentations","South Australia","Number","3","2016",121390,2016.5,"Q3 2016"
"Total emergency department presentations","South Australia","Number","3","2017",130437,2017.5,"Q3 2017"
"Total emergency department presentations","South Australia","Number","3","2018",126369,2018.5,"Q3 2018"
"Total emergency department presentations","South Australia","Number","3","2019",138440,2019.5,"Q3 2019"
"Total emergency department presentations","South Australia","Number","3","2020",137443,2020.5,"Q3 2020"
"Total emergency department presentations","South Australia","Number","3","2021",143948,2021.5,"Q3 2021"
"Total emergency department presentations","South Australia","Number","4","2014",118890,2014.75,"Q4 2014"
"Total emergency department presentations","South Australia","Number","4","2015",121275,2015.75,"Q4 2015"
"Total emergency department presentations","South Australia","Number","4","2016",125836,2016.75,"Q4 2016"
"Total emergency department presentations","South Australia","Number","4","2017",128450,2017.75,"Q4 2017"
"Total emergency department presentations","South Australia","Number","4","2018",128954,2018.75,"Q4 2018"
"Total emergency department presentations","South Australia","Number","4","2019",142506,2019.75,"Q4 2019"
"Total emergency department presentations","South Australia","Number","4","2020",145796,2020.75,"Q4 2020"
"Total emergency department presentations","South Australia","Number","4","2021",148508,2021.75,"Q4 2021"
"Total emergency department presentations","South Australia","Number","1","2014",114994,2014,"Q1 2014"
"Total emergency department presentations","South Australia","Number","1","2015",121544,2015,"Q1 2015"
"Total emergency department presentations","South Australia","Number","1","2016",121852,2016,"Q1 2016"
"Total emergency department presentations","South Australia","Number","1","2017",124612,2017,"Q1 2017"
"Total emergency department presentations","South Australia","Number","1","2018",130890,2018,"Q1 2018"
"Total emergency department presentations","South Australia","Number","1","2019",136235,2019,"Q1 2019"
"Total emergency department presentations","South Australia","Number","1","2020",147562,2020,"Q1 2020"
"Total emergency department presentations","South Australia","Number","1","2021",133603,2021,"Q1 2021"
"Total emergency department presentations","South Australia","Number","2","2014",116503,2014.25,"Q2 2014"
"Total emergency department presentations","South Australia","Number","2","2015",120045,2015.25,"Q2 2015"
"Total emergency department presentations","South Australia","Number","2","2016",124190,2016.25,"Q2 2016"
"Total emergency department presentations","South Australia","Number","2","2017",122995,2017.25,"Q2 2017"
"Total emergency department presentations","South Australia","Number","2","2018",133394,2018.25,"Q2 2018"
"Total emergency department presentations","South Australia","Number","2","2019",118272,2019.25,"Q2 2019"
"Total emergency department presentations","South Australia","Number","2","2020",149774,2020.25,"Q2 2020"
"Total emergency department presentations","South Australia","Number","2","2021",146827,2021.25,"Q2 2021"
"Total emergency department presentations","South Australia","Per cent","3","2014",25,2014.5,"Q3 2014"
"Total emergency department presentations","South Australia","Per cent","3","2015",25,2015.5,"Q3 2015"
"Total emergency department presentations","South Australia","Per cent","3","2016",25,2016.5,"Q3 2016"
"Total emergency department presentations","South Australia","Per cent","3","2017",26,2017.5,"Q3 2017"
"Total emergency department presentations","South Australia","Per cent","3","2018",24,2018.5,"Q3 2018"
"Total emergency department presentations","South Australia","Per cent","3","2019",26,2019.5,"Q3 2019"
"Total emergency department presentations","South Australia","Per cent","3","2020",24,2020.5,"Q3 2020"
"Total emergency department presentations","South Australia","Per cent","3","2021",25,2021.5,"Q3 2021"
"Total emergency department presentations","South Australia","Per cent","4","2014",25,2014.75,"Q4 2014"
"Total emergency department presentations","South Australia","Per cent","4","2015",25,2015.75,"Q4 2015"
"Total emergency department presentations","South Australia","Per cent","4","2016",26,2016.75,"Q4 2016"
"Total emergency department presentations","South Australia","Per cent","4","2017",25,2017.75,"Q4 2017"
"Total emergency department presentations","South Australia","Per cent","4","2018",25,2018.75,"Q4 2018"
"Total emergency department presentations","South Australia","Per cent","4","2019",27,2019.75,"Q4 2019"
"Total emergency department presentations","South Australia","Per cent","4","2020",25,2020.75,"Q4 2020"
"Total emergency department presentations","South Australia","Per cent","4","2021",26,2021.75,"Q4 2021"
"Total emergency department presentations","South Australia","Per cent","1","2014",24,2014,"Q1 2014"
"Total emergency department presentations","South Australia","Per cent","1","2015",25,2015,"Q1 2015"
"Total emergency department presentations","South Australia","Per cent","1","2016",25,2016,"Q1 2016"
"Total emergency department presentations","South Australia","Per cent","1","2017",25,2017,"Q1 2017"
"Total emergency department presentations","South Australia","Per cent","1","2018",25,2018,"Q1 2018"
"Total emergency department presentations","South Australia","Per cent","1","2019",25,2019,"Q1 2019"
"Total emergency department presentations","South Australia","Per cent","1","2020",25,2020,"Q1 2020"
"Total emergency department presentations","South Australia","Per cent","1","2021",23,2021,"Q1 2021"
"Total emergency department presentations","South Australia","Per cent","2","2014",25,2014.25,"Q2 2014"
"Total emergency department presentations","South Australia","Per cent","2","2015",25,2015.25,"Q2 2015"
"Total emergency department presentations","South Australia","Per cent","2","2016",25,2016.25,"Q2 2016"
"Total emergency department presentations","South Australia","Per cent","2","2017",24,2017.25,"Q2 2017"
"Total emergency department presentations","South Australia","Per cent","2","2018",26,2018.25,"Q2 2018"
"Total emergency department presentations","South Australia","Per cent","2","2019",22,2019.25,"Q2 2019"
"Total emergency department presentations","South Australia","Per cent","2","2020",26,2020.25,"Q2 2020"
"Total emergency department presentations","South Australia","Per cent","2","2021",26,2021.25,"Q2 2021"
"Total emergency department presentations","Tasmania","Number","3","2014",37765,2014.5,"Q3 2014"
"Total emergency department presentations","Tasmania","Number","3","2015",38873,2015.5,"Q3 2015"
"Total emergency department presentations","Tasmania","Number","3","2016",38733,2016.5,"Q3 2016"
"Total emergency department presentations","Tasmania","Number","3","2017",40766,2017.5,"Q3 2017"
"Total emergency department presentations","Tasmania","Number","3","2018",41188,2018.5,"Q3 2018"
"Total emergency department presentations","Tasmania","Number","3","2019",41399,2019.5,"Q3 2019"
"Total emergency department presentations","Tasmania","Number","3","2020",39225,2020.5,"Q3 2020"
"Total emergency department presentations","Tasmania","Number","3","2021",44323,2021.5,"Q3 2021"
"Total emergency department presentations","Tasmania","Number","4","2014",38349,2014.75,"Q4 2014"
"Total emergency department presentations","Tasmania","Number","4","2015",38469,2015.75,"Q4 2015"
"Total emergency department presentations","Tasmania","Number","4","2016",39659,2016.75,"Q4 2016"
"Total emergency department presentations","Tasmania","Number","4","2017",41491,2017.75,"Q4 2017"
"Total emergency department presentations","Tasmania","Number","4","2018",42509,2018.75,"Q4 2018"
"Total emergency department presentations","Tasmania","Number","4","2019",42124,2019.75,"Q4 2019"
"Total emergency department presentations","Tasmania","Number","4","2020",42799,2020.75,"Q4 2020"
"Total emergency department presentations","Tasmania","Number","4","2021",45078,2021.75,"Q4 2021"
"Total emergency department presentations","Tasmania","Number","1","2014",37268,2014,"Q1 2014"
"Total emergency department presentations","Tasmania","Number","1","2015",38872,2015,"Q1 2015"
"Total emergency department presentations","Tasmania","Number","1","2016",38634,2016,"Q1 2016"
"Total emergency department presentations","Tasmania","Number","1","2017",40521,2017,"Q1 2017"
"Total emergency department presentations","Tasmania","Number","1","2018",41558,2018,"Q1 2018"
"Total emergency department presentations","Tasmania","Number","1","2019",40230,2019,"Q1 2019"
"Total emergency department presentations","Tasmania","Number","1","2020",44258,2020,"Q1 2020"
"Total emergency department presentations","Tasmania","Number","1","2021",41084,2021,"Q1 2021"
"Total emergency department presentations","Tasmania","Number","2","2014",36694,2014.25,"Q2 2014"
"Total emergency department presentations","Tasmania","Number","2","2015",37327,2015.25,"Q2 2015"
"Total emergency department presentations","Tasmania","Number","2","2016",39297,2016.25,"Q2 2016"
"Total emergency department presentations","Tasmania","Number","2","2017",39663,2017.25,"Q2 2017"
"Total emergency department presentations","Tasmania","Number","2","2018",40739,2018.25,"Q2 2018"
"Total emergency department presentations","Tasmania","Number","2","2019",29985,2019.25,"Q2 2019"
"Total emergency department presentations","Tasmania","Number","2","2020",44005,2020.25,"Q2 2020"
"Total emergency department presentations","Tasmania","Number","2","2021",42791,2021.25,"Q2 2021"
"Total emergency department presentations","Tasmania","Per cent","3","2014",25,2014.5,"Q3 2014"
"Total emergency department presentations","Tasmania","Per cent","3","2015",25,2015.5,"Q3 2015"
"Total emergency department presentations","Tasmania","Per cent","3","2016",25,2016.5,"Q3 2016"
"Total emergency department presentations","Tasmania","Per cent","3","2017",25,2017.5,"Q3 2017"
"Total emergency department presentations","Tasmania","Per cent","3","2018",25,2018.5,"Q3 2018"
"Total emergency department presentations","Tasmania","Per cent","3","2019",27,2019.5,"Q3 2019"
"Total emergency department presentations","Tasmania","Per cent","3","2020",23,2020.5,"Q3 2020"
"Total emergency department presentations","Tasmania","Per cent","3","2021",26,2021.5,"Q3 2021"
"Total emergency department presentations","Tasmania","Per cent","4","2014",26,2014.75,"Q4 2014"
"Total emergency department presentations","Tasmania","Per cent","4","2015",25,2015.75,"Q4 2015"
