"","Type","Location","Count","Quarter","Year","Value","Time_Number","Time_String"
"636","Total emergency department presentations","Australia","Per cent","2","2017",24,2017.25,"Q2 2017"
"637","Total emergency department presentations","Australia","Per cent","2","2018",25,2018.25,"Q2 2018"
"638","Total emergency department presentations","Australia","Per cent","2","2019",21,2019.25,"Q2 2019"
"639","Total emergency department presentations","Australia","Per cent","2","2020",26,2020.25,"Q2 2020"
"640","Total emergency department presentations","Australia","Per cent","2","2021",25,2021.25,"Q2 2021"
"641","Total emergency department presentations","New South Wales","Number","3","2014",660258,2014.5,"Q3 2014"
"642","Total emergency department presentations","New South Wales","Number","3","2015",677784,2015.5,"Q3 2015"
"643","Total emergency department presentations","New South Wales","Number","3","2016",678976,2016.5,"Q3 2016"
"644","Total emergency department presentations","New South Wales","Number","3","2017",742079,2017.5,"Q3 2017"
"645","Total emergency department presentations","New South Wales","Number","3","2018",717231,2018.5,"Q3 2018"
"646","Total emergency department presentations","New South Wales","Number","3","2019",764068,2019.5,"Q3 2019"
"647","Total emergency department presentations","New South Wales","Number","3","2020",710856,2020.5,"Q3 2020"
"648","Total emergency department presentations","New South Wales","Number","3","2021",719103,2021.5,"Q3 2021"
"649","Total emergency department presentations","New South Wales","Number","4","2014",687482,2014.75,"Q4 2014"
"650","Total emergency department presentations","New South Wales","Number","4","2015",694326,2015.75,"Q4 2015"
"651","Total emergency department presentations","New South Wales","Number","4","2016",712280,2016.75,"Q4 2016"
"652","Total emergency department presentations","New South Wales","Number","4","2017",725360,2017.75,"Q4 2017"
"653","Total emergency department presentations","New South Wales","Number","4","2018",749407,2018.75,"Q4 2018"
"654","Total emergency department presentations","New South Wales","Number","4","2019",776477,2019.75,"Q4 2019"
"655","Total emergency department presentations","New South Wales","Number","4","2020",792590,2020.75,"Q4 2020"
"656","Total emergency department presentations","New South Wales","Number","4","2021",764161,2021.75,"Q4 2021"
"657","Total emergency department presentations","New South Wales","Number","1","2014",677031,2014,"Q1 2014"
"658","Total emergency department presentations","New South Wales","Number","1","2015",699680,2015,"Q1 2015"
"659","Total emergency department presentations","New South Wales","Number","1","2016",703662,2016,"Q1 2016"
"660","Total emergency department presentations","New South Wales","Number","1","2017",714594,2017,"Q1 2017"
"661","Total emergency department presentations","New South Wales","Number","1","2018",755938,2018,"Q1 2018"
"662","Total emergency department presentations","New South Wales","Number","1","2019",764636,2019,"Q1 2019"
"663","Total emergency department presentations","New South Wales","Number","1","2020",758491,2020,"Q1 2020"
"664","Total emergency department presentations","New South Wales","Number","1","2021",734917,2021,"Q1 2021"
"665","Total emergency department presentations","New South Wales","Number","2","2014",656695,2014.25,"Q2 2014"
"666","Total emergency department presentations","New South Wales","Number","2","2015",661730,2015.25,"Q2 2015"
"667","Total emergency department presentations","New South Wales","Number","2","2016",689627,2016.25,"Q2 2016"
"668","Total emergency department presentations","New South Wales","Number","2","2017",698254,2017.25,"Q2 2017"
"669","Total emergency department presentations","New South Wales","Number","2","2018",753956,2018.25,"Q2 2018"
"670","Total emergency department presentations","New South Wales","Number","2","2019",615007,2019.25,"Q2 2019"
"671","Total emergency department presentations","New South Wales","Number","2","2020",806635,2020.25,"Q2 2020"
"672","Total emergency department presentations","New South Wales","Number","2","2021",794811,2021.25,"Q2 2021"
"673","Total emergency department presentations","New South Wales","Per cent","3","2014",25,2014.5,"Q3 2014"
"674","Total emergency department presentations","New South Wales","Per cent","3","2015",25,2015.5,"Q3 2015"
"675","Total emergency department presentations","New South Wales","Per cent","3","2016",24,2016.5,"Q3 2016"
"676","Total emergency department presentations","New South Wales","Per cent","3","2017",26,2017.5,"Q3 2017"
"677","Total emergency department presentations","New South Wales","Per cent","3","2018",24,2018.5,"Q3 2018"
"678","Total emergency department presentations","New South Wales","Per cent","3","2019",26,2019.5,"Q3 2019"
"679","Total emergency department presentations","New South Wales","Per cent","3","2020",23,2020.5,"Q3 2020"
"680","Total emergency department presentations","New South Wales","Per cent","3","2021",24,2021.5,"Q3 2021"
"681","Total emergency department presentations","New South Wales","Per cent","4","2014",26,2014.75,"Q4 2014"
"682","Total emergency department presentations","New South Wales","Per cent","4","2015",25,2015.75,"Q4 2015"
"683","Total emergency department presentations","New South Wales","Per cent","4","2016",26,2016.75,"Q4 2016"
"684","Total emergency department presentations","New South Wales","Per cent","4","2017",25,2017.75,"Q4 2017"
"685","Total emergency department presentations","New South Wales","Per cent","4","2018",25,2018.75,"Q4 2018"
"686","Total emergency department presentations","New South Wales","Per cent","4","2019",27,2019.75,"Q4 2019"
"687","Total emergency department presentations","New South Wales","Per cent","4","2020",26,2020.75,"Q4 2020"
"688","Total emergency department presentations","New South Wales","Per cent","4","2021",25,2021.75,"Q4 2021"
"689","Total emergency department presentations","New South Wales","Per cent","1","2014",25,2014,"Q1 2014"
"690","Total emergency department presentations","New South Wales","Per cent","1","2015",26,2015,"Q1 2015"
"691","Total emergency department presentations","New South Wales","Per cent","1","2016",25,2016,"Q1 2016"
"692","Total emergency department presentations","New South Wales","Per cent","1","2017",25,2017,"Q1 2017"
"693","Total emergency department presentations","New South Wales","Per cent","1","2018",25,2018,"Q1 2018"
"694","Total emergency department presentations","New South Wales","Per cent","1","2019",26,2019,"Q1 2019"
"695","Total emergency department presentations","New South Wales","Per cent","1","2020",25,2020,"Q1 2020"
"696","Total emergency department presentations","New South Wales","Per cent","1","2021",24,2021,"Q1 2021"
"697","Total emergency department presentations","New South Wales","Per cent","2","2014",24,2014.25,"Q2 2014"
"698","Total emergency department presentations","New South Wales","Per cent","2","2015",24,2015.25,"Q2 2015"
"699","Total emergency department presentations","New South Wales","Per cent","2","2016",25,2016.25,"Q2 2016"
"700","Total emergency department presentations","New South Wales","Per cent","2","2017",24,2017.25,"Q2 2017"
"701","Total emergency department presentations","New South Wales","Per cent","2","2018",25,2018.25,"Q2 2018"
"702","Total emergency department presentations","New South Wales","Per cent","2","2019",21,2019.25,"Q2 2019"
"703","Total emergency department presentations","New South Wales","Per cent","2","2020",26,2020.25,"Q2 2020"
"704","Total emergency department presentations","New South Wales","Per cent","2","2021",26,2021.25,"Q2 2021"
"705","Total emergency department presentations","Victoria","Number","3","2014",400387,2014.5,"Q3 2014"
"706","Total emergency department presentations","Victoria","Number","3","2015",416056,2015.5,"Q3 2015"
"707","Total emergency department presentations","Victoria","Number","3","2016",421554,2016.5,"Q3 2016"
"708","Total emergency department presentations","Victoria","Number","3","2017",454152,2017.5,"Q3 2017"
"709","Total emergency department presentations","Victoria","Number","3","2018",450825,2018.5,"Q3 2018"
"710","Total emergency department presentations","Victoria","Number","3","2019",479156,2019.5,"Q3 2019"
"711","Total emergency department presentations","Victoria","Number","3","2020",362353,2020.5,"Q3 2020"
"712","Total emergency department presentations","Victoria","Number","3","2021",445495,2021.5,"Q3 2021"
"713","Total emergency department presentations","Victoria","Number","4","2014",408959,2014.75,"Q4 2014"
"714","Total emergency department presentations","Victoria","Number","4","2015",420840,2015.75,"Q4 2015"
"715","Total emergency department presentations","Victoria","Number","4","2016",443147,2016.75,"Q4 2016"
"716","Total emergency department presentations","Victoria","Number","4","2017",452445,2017.75,"Q4 2017"
"717","Total emergency department presentations","Victoria","Number","4","2018",468299,2018.75,"Q4 2018"
"718","Total emergency department presentations","Victoria","Number","4","2019",481179,2019.75,"Q4 2019"
"719","Total emergency department presentations","Victoria","Number","4","2020",448273,2020.75,"Q4 2020"
"720","Total emergency department presentations","Victoria","Number","4","2021",461071,2021.75,"Q4 2021"
"721","Total emergency department presentations","Victoria","Number","1","2014",398367,2014,"Q1 2014"
"722","Total emergency department presentations","Victoria","Number","1","2015",422110,2015,"Q1 2015"
"723","Total emergency department presentations","Victoria","Number","1","2016",429762,2016,"Q1 2016"
"724","Total emergency department presentations","Victoria","Number","1","2017",443737,2017,"Q1 2017"
"725","Total emergency department presentations","Victoria","Number","1","2018",466115,2018,"Q1 2018"
"726","Total emergency department presentations","Victoria","Number","1","2019",467206,2019,"Q1 2019"
"727","Total emergency department presentations","Victoria","Number","1","2020",481669,2020,"Q1 2020"
"728","Total emergency department presentations","Victoria","Number","1","2021",463007,2021,"Q1 2021"
"729","Total emergency department presentations","Victoria","Number","2","2014",402910,2014.25,"Q2 2014"
"730","Total emergency department presentations","Victoria","Number","2","2015",420880,2015.25,"Q2 2015"
"731","Total emergency department presentations","Victoria","Number","2","2016",436577,2016.25,"Q2 2016"
"732","Total emergency department presentations","Victoria","Number","2","2017",442572,2017.25,"Q2 2017"
"733","Total emergency department presentations","Victoria","Number","2","2018",473744,2018.25,"Q2 2018"
"734","Total emergency department presentations","Victoria","Number","2","2019",357594,2019.25,"Q2 2019"
"735","Total emergency department presentations","Victoria","Number","2","2020",480064,2020.25,"Q2 2020"
"736","Total emergency department presentations","Victoria","Number","2","2021",486739,2021.25,"Q2 2021"
"737","Total emergency department presentations","Victoria","Per cent","3","2014",25,2014.5,"Q3 2014"
"738","Total emergency department presentations","Victoria","Per cent","3","2015",25,2015.5,"Q3 2015"
"739","Total emergency department presentations","Victoria","Per cent","3","2016",24,2016.5,"Q3 2016"
"740","Total emergency department presentations","Victoria","Per cent","3","2017",25,2017.5,"Q3 2017"
"741","Total emergency department presentations","Victoria","Per cent","3","2018",24,2018.5,"Q3 2018"
"742","Total emergency department presentations","Victoria","Per cent","3","2019",27,2019.5,"Q3 2019"
"743","Total emergency department presentations","Victoria","Per cent","3","2020",20,2020.5,"Q3 2020"
"744","Total emergency department presentations","Victoria","Per cent","3","2021",24,2021.5,"Q3 2021"
"745","Total emergency department presentations","Victoria","Per cent","4","2014",25,2014.75,"Q4 2014"
"746","Total emergency department presentations","Victoria","Per cent","4","2015",25,2015.75,"Q4 2015"
"747","Total emergency department presentations","Victoria","Per cent","4","2016",26,2016.75,"Q4 2016"
"748","Total emergency department presentations","Victoria","Per cent","4","2017",25,2017.75,"Q4 2017"
"749","Total emergency department presentations","Victoria","Per cent","4","2018",25,2018.75,"Q4 2018"
"750","Total emergency department presentations","Victoria","Per cent","4","2019",27,2019.75,"Q4 2019"
"751","Total emergency department presentations","Victoria","Per cent","4","2020",25,2020.75,"Q4 2020"
"752","Total emergency department presentations","Victoria","Per cent","4","2021",25,2021.75,"Q4 2021"
"753","Total emergency department presentations","Victoria","Per cent","1","2014",25,2014,"Q1 2014"
"754","Total emergency department presentations","Victoria","Per cent","1","2015",25,2015,"Q1 2015"
"755","Total emergency department presentations","Victoria","Per cent","1","2016",25,2016,"Q1 2016"
"756","Total emergency department presentations","Victoria","Per cent","1","2017",25,2017,"Q1 2017"
"757","Total emergency department presentations","Victoria","Per cent","1","2018",25,2018,"Q1 2018"
"758","Total emergency department presentations","Victoria","Per cent","1","2019",26,2019,"Q1 2019"
"759","Total emergency department presentations","Victoria","Per cent","1","2020",27,2020,"Q1 2020"
"760","Total emergency department presentations","Victoria","Per cent","1","2021",25,2021,"Q1 2021"
"761","Total emergency department presentations","Victoria","Per cent","2","2014",25,2014.25,"Q2 2014"
"762","Total emergency department presentations","Victoria","Per cent","2","2015",25,2015.25,"Q2 2015"
"763","Total emergency department presentations","Victoria","Per cent","2","2016",25,2016.25,"Q2 2016"
"764","Total emergency department presentations","Victoria","Per cent","2","2017",25,2017.25,"Q2 2017"
"765","Total emergency department presentations","Victoria","Per cent","2","2018",25,2018.25,"Q2 2018"
"766","Total emergency department presentations","Victoria","Per cent","2","2019",20,2019.25,"Q2 2019"
"767","Total emergency department presentations","Victoria","Per cent","2","2020",27,2020.25,"Q2 2020"
"768","Total emergency department presentations","Victoria","Per cent","2","2021",26,2021.25,"Q2 2021"
"769","Total emergency department presentations","Queensland","Number","3","2014",340550,2014.5,"Q3 2014"
"770","Total emergency department presentations","Queensland","Number","3","2015",356361,2015.5,"Q3 2015"
"771","Total emergency department presentations","Queensland","Number","3","2016",358921,2016.5,"Q3 2016"
"772","Total emergency department presentations","Queensland","Number","3","2017",386268,2017.5,"Q3 2017"
"773","Total emergency department presentations","Queensland","Number","3","2018",382856,2018.5,"Q3 2018"
"774","Total emergency department presentations","Queensland","Number","3","2019",414164,2019.5,"Q3 2019"
"775","Total emergency department presentations","Queensland","Number","3","2020",464458,2020.5,"Q3 2020"
"776","Total emergency department presentations","Queensland","Number","3","2021",488485,2021.5,"Q3 2021"
"777","Total emergency department presentations","Queensland","Number","4","2014",348136,2014.75,"Q4 2014"
"778","Total emergency department presentations","Queensland","Number","4","2015",357234,2015.75,"Q4 2015"
"779","Total emergency department presentations","Queensland","Number","4","2016",367233,2016.75,"Q4 2016"
"780","Total emergency department presentations","Queensland","Number","4","2017",378838,2017.75,"Q4 2017"
"781","Total emergency department presentations","Queensland","Number","4","2018",393078,2018.75,"Q4 2018"
"782","Total emergency department presentations","Queensland","Number","4","2019",405818,2019.75,"Q4 2019"
"783","Total emergency department presentations","Queensland","Number","4","2020",463350,2020.75,"Q4 2020"
"784","Total emergency department presentations","Queensland","Number","4","2021",498398,2021.75,"Q4 2021"
"785","Total emergency department presentations","Queensland","Number","1","2014",350844,2014,"Q1 2014"
"786","Total emergency department presentations","Queensland","Number","1","2015",366908,2015,"Q1 2015"
"787","Total emergency department presentations","Queensland","Number","1","2016",366783,2016,"Q1 2016"
"788","Total emergency department presentations","Queensland","Number","1","2017",373595,2017,"Q1 2017"
"789","Total emergency department presentations","Queensland","Number","1","2018",393276,2018,"Q1 2018"
"790","Total emergency department presentations","Queensland","Number","1","2019",419509,2019,"Q1 2019"
"791","Total emergency department presentations","Queensland","Number","1","2020",489002,2020,"Q1 2020"
"792","Total emergency department presentations","Queensland","Number","1","2021",438217,2021,"Q1 2021"
"793","Total emergency department presentations","Queensland","Number","2","2014",339353,2014.25,"Q2 2014"
"794","Total emergency department presentations","Queensland","Number","2","2015",358640,2015.25,"Q2 2015"
"795","Total emergency department presentations","Queensland","Number","2","2016",364146,2016.25,"Q2 2016"
"796","Total emergency department presentations","Queensland","Number","2","2017",373417,2017.25,"Q2 2017"
"797","Total emergency department presentations","Queensland","Number","2","2018",392615,2018.25,"Q2 2018"
"798","Total emergency department presentations","Queensland","Number","2","2019",366904,2019.25,"Q2 2019"
"799","Total emergency department presentations","Queensland","Number","2","2020",470571,2020.25,"Q2 2020"
"800","Total emergency department presentations","Queensland","Number","2","2021",442760,2021.25,"Q2 2021"
"801","Total emergency department presentations","Queensland","Per cent","3","2014",25,2014.5,"Q3 2014"
"802","Total emergency department presentations","Queensland","Per cent","3","2015",25,2015.5,"Q3 2015"
"803","Total emergency department presentations","Queensland","Per cent","3","2016",25,2016.5,"Q3 2016"
"804","Total emergency department presentations","Queensland","Per cent","3","2017",26,2017.5,"Q3 2017"
"805","Total emergency department presentations","Queensland","Per cent","3","2018",25,2018.5,"Q3 2018"
"806","Total emergency department presentations","Queensland","Per cent","3","2019",26,2019.5,"Q3 2019"
"807","Total emergency department presentations","Queensland","Per cent","3","2020",25,2020.5,"Q3 2020"
"808","Total emergency department presentations","Queensland","Per cent","3","2021",26,2021.5,"Q3 2021"
"809","Total emergency department presentations","Queensland","Per cent","4","2014",25,2014.75,"Q4 2014"
"810","Total emergency department presentations","Queensland","Per cent","4","2015",25,2015.75,"Q4 2015"
"811","Total emergency department presentations","Queensland","Per cent","4","2016",25,2016.75,"Q4 2016"
"812","Total emergency department presentations","Queensland","Per cent","4","2017",25,2017.75,"Q4 2017"
"813","Total emergency department presentations","Queensland","Per cent","4","2018",25,2018.75,"Q4 2018"
"814","Total emergency department presentations","Queensland","Per cent","4","2019",25,2019.75,"Q4 2019"
"815","Total emergency department presentations","Queensland","Per cent","4","2020",25,2020.75,"Q4 2020"
"816","Total emergency department presentations","Queensland","Per cent","4","2021",27,2021.75,"Q4 2021"
"817","Total emergency department presentations","Queensland","Per cent","1","2014",25,2014,"Q1 2014"
"818","Total emergency department presentations","Queensland","Per cent","1","2015",25,2015,"Q1 2015"
"819","Total emergency department presentations","Queensland","Per cent","1","2016",25,2016,"Q1 2016"
"820","Total emergency department presentations","Queensland","Per cent","1","2017",25,2017,"Q1 2017"
"821","Total emergency department presentations","Queensland","Per cent","1","2018",25,2018,"Q1 2018"
"822","Total emergency department presentations","Queensland","Per cent","1","2019",26,2019,"Q1 2019"
"823","Total emergency department presentations","Queensland","Per cent","1","2020",26,2020,"Q1 2020"
"824","Total emergency department presentations","Queensland","Per cent","1","2021",23,2021,"Q1 2021"
"825","Total emergency department presentations","Queensland","Per cent","2","2014",25,2014.25,"Q2 2014"
"826","Total emergency department presentations","Queensland","Per cent","2","2015",25,2015.25,"Q2 2015"
"827","Total emergency department presentations","Queensland","Per cent","2","2016",25,2016.25,"Q2 2016"
"828","Total emergency department presentations","Queensland","Per cent","2","2017",25,2017.25,"Q2 2017"
"829","Total emergency department presentations","Queensland","Per cent","2","2018",25,2018.25,"Q2 2018"
"830","Total emergency department presentations","Queensland","Per cent","2","2019",23,2019.25,"Q2 2019"
"831","Total emergency department presentations","Queensland","Per cent","2","2020",25,2020.25,"Q2 2020"
"832","Total emergency department presentations","Queensland","Per cent","2","2021",24,2021.25,"Q2 2021"
"833","Total emergency department presentations","Western Australia","Number","3","2014",202676,2014.5,"Q3 2014"
"834","Total emergency department presentations","Western Australia","Number","3","2015",208942,2015.5,"Q3 2015"
"835","Total emergency department presentations","Western Australia","Number","3","2016",210578,2016.5,"Q3 2016"
"836","Total emergency department presentations","Western Australia","Number","3","2017",215731,2017.5,"Q3 2017"
"837","Total emergency department presentations","Western Australia","Number","3","2018",234398,2018.5,"Q3 2018"
"838","Total emergency department presentations","Western Australia","Number","3","2019",245063,2019.5,"Q3 2019"
"839","Total emergency department presentations","Western Australia","Number","3","2020",239344,2020.5,"Q3 2020"
"840","Total emergency department presentations","Western Australia","Number","3","2021",261174,2021.5,"Q3 2021"
"841","Total emergency department presentations","Western Australia","Number","4","2014",201958,2014.75,"Q4 2014"
"842","Total emergency department presentations","Western Australia","Number","4","2015",208062,2015.75,"Q4 2015"
"843","Total emergency department presentations","Western Australia","Number","4","2016",210243,2016.75,"Q4 2016"
"844","Total emergency department presentations","Western Australia","Number","4","2017",219182,2017.75,"Q4 2017"
"845","Total emergency department presentations","Western Australia","Number","4","2018",239257,2018.75,"Q4 2018"
"846","Total emergency department presentations","Western Australia","Number","4","2019",246883,2019.75,"Q4 2019"
"847","Total emergency department presentations","Western Australia","Number","4","2020",261231,2020.75,"Q4 2020"
"848","Total emergency department presentations","Western Australia","Number","4","2021",263946,2021.75,"Q4 2021"
"849","Total emergency department presentations","Western Australia","Number","1","2014",198768,2014,"Q1 2014"
"850","Total emergency department presentations","Western Australia","Number","1","2015",207171,2015,"Q1 2015"
"851","Total emergency department presentations","Western Australia","Number","1","2016",205844,2016,"Q1 2016"
"852","Total emergency department presentations","Western Australia","Number","1","2017",211989,2017,"Q1 2017"
"853","Total emergency department presentations","Western Australia","Number","1","2018",234561,2018,"Q1 2018"
"854","Total emergency department presentations","Western Australia","Number","1","2019",237638,2019,"Q1 2019"
"855","Total emergency department presentations","Western Australia","Number","1","2020",247378,2020,"Q1 2020"
"856","Total emergency department presentations","Western Australia","Number","1","2021",236122,2021,"Q1 2021"
"857","Total emergency department presentations","Western Australia","Number","2","2014",200419,2014.25,"Q2 2014"
"858","Total emergency department presentations","Western Australia","Number","2","2015",205256,2015.25,"Q2 2015"
"859","Total emergency department presentations","Western Australia","Number","2","2016",208886,2016.25,"Q2 2016"
"860","Total emergency department presentations","Western Australia","Number","2","2017",209805,2017.25,"Q2 2017"
"861","Total emergency department presentations","Western Australia","Number","2","2018",246765,2018.25,"Q2 2018"
"862","Total emergency department presentations","Western Australia","Number","2","2019",199923,2019.25,"Q2 2019"
"863","Total emergency department presentations","Western Australia","Number","2","2020",249863,2020.25,"Q2 2020"
"864","Total emergency department presentations","Western Australia","Number","2","2021",230280,2021.25,"Q2 2021"
"865","Total emergency department presentations","Western Australia","Per cent","3","2014",25,2014.5,"Q3 2014"
"866","Total emergency department presentations","Western Australia","Per cent","3","2015",25,2015.5,"Q3 2015"
"867","Total emergency department presentations","Western Australia","Per cent","3","2016",25,2016.5,"Q3 2016"
"868","Total emergency department presentations","Western Australia","Per cent","3","2017",25,2017.5,"Q3 2017"
"869","Total emergency department presentations","Western Australia","Per cent","3","2018",25,2018.5,"Q3 2018"
"870","Total emergency department presentations","Western Australia","Per cent","3","2019",26,2019.5,"Q3 2019"
"871","Total emergency department presentations","Western Australia","Per cent","3","2020",24,2020.5,"Q3 2020"
"872","Total emergency department presentations","Western Australia","Per cent","3","2021",26,2021.5,"Q3 2021"
"873","Total emergency department presentations","Western Australia","Per cent","4","2014",25,2014.75,"Q4 2014"
"874","Total emergency department presentations","Western Australia","Per cent","4","2015",25,2015.75,"Q4 2015"
"875","Total emergency department presentations","Western Australia","Per cent","4","2016",25,2016.75,"Q4 2016"
"876","Total emergency department presentations","Western Australia","Per cent","4","2017",26,2017.75,"Q4 2017"
"877","Total emergency department presentations","Western Australia","Per cent","4","2018",25,2018.75,"Q4 2018"
"878","Total emergency department presentations","Western Australia","Per cent","4","2019",27,2019.75,"Q4 2019"
"879","Total emergency department presentations","Western Australia","Per cent","4","2020",26,2020.75,"Q4 2020"
"880","Total emergency department presentations","Western Australia","Per cent","4","2021",27,2021.75,"Q4 2021"
"881","Total emergency department presentations","Western Australia","Per cent","1","2014",25,2014,"Q1 2014"
"882","Total emergency department presentations","Western Australia","Per cent","1","2015",25,2015,"Q1 2015"
"883","Total emergency department presentations","Western Australia","Per cent","1","2016",25,2016,"Q1 2016"
"884","Total emergency department presentations","Western Australia","Per cent","1","2017",25,2017,"Q1 2017"
"885","Total emergency department presentations","Western Australia","Per cent","1","2018",25,2018,"Q1 2018"
"886","Total emergency department presentations","Western Australia","Per cent","1","2019",26,2019,"Q1 2019"
"887","Total emergency department presentations","Western Australia","Per cent","1","2020",25,2020,"Q1 2020"
"888","Total emergency department presentations","Western Australia","Per cent","1","2021",24,2021,"Q1 2021"
"889","Total emergency department presentations","Western Australia","Per cent","2","2014",25,2014.25,"Q2 2014"
"890","Total emergency department presentations","Western Australia","Per cent","2","2015",25,2015.25,"Q2 2015"
"891","Total emergency department presentations","Western Australia","Per cent","2","2016",25,2016.25,"Q2 2016"
"892","Total emergency department presentations","Western Australia","Per cent","2","2017",24,2017.25,"Q2 2017"
"893","Total emergency department presentations","Western Australia","Per cent","2","2018",26,2018.25,"Q2 2018"
"894","Total emergency department presentations","Western Australia","Per cent","2","2019",22,2019.25,"Q2 2019"
"895","Total emergency department presentations","Western Australia","Per cent","2","2020",25,2020.25,"Q2 2020"
"896","Total emergency department presentations","Western Australia","Per cent","2","2021",23,2021.25,"Q2 2021"
"897","Total emergency department presentations","South Australia","Number","3","2014",118981,2014.5,"Q3 2014"
"898","Total emergency department presentations","South Australia","Number","3","2015",119025,2015.5,"Q3 2015"
"899","Total emergency department presentations","South Australia","Number","3","2016",121390,2016.5,"Q3 2016"
"900","Total emergency department presentations","South Australia","Number","3","2017",130437,2017.5,"Q3 2017"
"901","Total emergency department presentations","South Australia","Number","3","2018",126369,2018.5,"Q3 2018"
"902","Total emergency department presentations","South Australia","Number","3","2019",138440,2019.5,"Q3 2019"
"903","Total emergency department presentations","South Australia","Number","3","2020",137443,2020.5,"Q3 2020"
"904","Total emergency department presentations","South Australia","Number","3","2021",143948,2021.5,"Q3 2021"
"905","Total emergency department presentations","South Australia","Number","4","2014",118890,2014.75,"Q4 2014"
"906","Total emergency department presentations","South Australia","Number","4","2015",121275,2015.75,"Q4 2015"
"907","Total emergency department presentations","South Australia","Number","4","2016",125836,2016.75,"Q4 2016"
"908","Total emergency department presentations","South Australia","Number","4","2017",128450,2017.75,"Q4 2017"
"909","Total emergency department presentations","South Australia","Number","4","2018",128954,2018.75,"Q4 2018"
"910","Total emergency department presentations","South Australia","Number","4","2019",142506,2019.75,"Q4 2019"
"911","Total emergency department presentations","South Australia","Number","4","2020",145796,2020.75,"Q4 2020"
"912","Total emergency department presentations","South Australia","Number","4","2021",148508,2021.75,"Q4 2021"
"913","Total emergency department presentations","South Australia","Number","1","2014",114994,2014,"Q1 2014"
"914","Total emergency department presentations","South Australia","Number","1","2015",121544,2015,"Q1 2015"
"915","Total emergency department presentations","South Australia","Number","1","2016",121852,2016,"Q1 2016"
"916","Total emergency department presentations","South Australia","Number","1","2017",124612,2017,"Q1 2017"
"917","Total emergency department presentations","South Australia","Number","1","2018",130890,2018,"Q1 2018"
"918","Total emergency department presentations","South Australia","Number","1","2019",136235,2019,"Q1 2019"
"919","Total emergency department presentations","South Australia","Number","1","2020",147562,2020,"Q1 2020"
"920","Total emergency department presentations","South Australia","Number","1","2021",133603,2021,"Q1 2021"
"921","Total emergency department presentations","South Australia","Number","2","2014",116503,2014.25,"Q2 2014"
"922","Total emergency department presentations","South Australia","Number","2","2015",120045,2015.25,"Q2 2015"
"923","Total emergency department presentations","South Australia","Number","2","2016",124190,2016.25,"Q2 2016"
"924","Total emergency department presentations","South Australia","Number","2","2017",122995,2017.25,"Q2 2017"
"925","Total emergency department presentations","South Australia","Number","2","2018",133394,2018.25,"Q2 2018"
"926","Total emergency department presentations","South Australia","Number","2","2019",118272,2019.25,"Q2 2019"
"927","Total emergency department presentations","South Australia","Number","2","2020",149774,2020.25,"Q2 2020"
"928","Total emergency department presentations","South Australia","Number","2","2021",146827,2021.25,"Q2 2021"
"929","Total emergency department presentations","South Australia","Per cent","3","2014",25,2014.5,"Q3 2014"
"930","Total emergency department presentations","South Australia","Per cent","3","2015",25,2015.5,"Q3 2015"
"931","Total emergency department presentations","South Australia","Per cent","3","2016",25,2016.5,"Q3 2016"
"932","Total emergency department presentations","South Australia","Per cent","3","2017",26,2017.5,"Q3 2017"
"933","Total emergency department presentations","South Australia","Per cent","3","2018",24,2018.5,"Q3 2018"
"934","Total emergency department presentations","South Australia","Per cent","3","2019",26,2019.5,"Q3 2019"
"935","Total emergency department presentations","South Australia","Per cent","3","2020",24,2020.5,"Q3 2020"
"936","Total emergency department presentations","South Australia","Per cent","3","2021",25,2021.5,"Q3 2021"
"937","Total emergency department presentations","South Australia","Per cent","4","2014",25,2014.75,"Q4 2014"
"938","Total emergency department presentations","South Australia","Per cent","4","2015",25,2015.75,"Q4 2015"
"939","Total emergency department presentations","South Australia","Per cent","4","2016",26,2016.75,"Q4 2016"
"940","Total emergency department presentations","South Australia","Per cent","4","2017",25,2017.75,"Q4 2017"
"941","Total emergency department presentations","South Australia","Per cent","4","2018",25,2018.75,"Q4 2018"
"942","Total emergency department presentations","South Australia","Per cent","4","2019",27,2019.75,"Q4 2019"
"943","Total emergency department presentations","South Australia","Per cent","4","2020",25,2020.75,"Q4 2020"
"944","Total emergency department presentations","South Australia","Per cent","4","2021",26,2021.75,"Q4 2021"
"945","Total emergency department presentations","South Australia","Per cent","1","2014",24,2014,"Q1 2014"
"946","Total emergency department presentations","South Australia","Per cent","1","2015",25,2015,"Q1 2015"
"947","Total emergency department presentations","South Australia","Per cent","1","2016",25,2016,"Q1 2016"
"948","Total emergency department presentations","South Australia","Per cent","1","2017",25,2017,"Q1 2017"
"949","Total emergency department presentations","South Australia","Per cent","1","2018",25,2018,"Q1 2018"
"950","Total emergency department presentations","South Australia","Per cent","1","2019",25,2019,"Q1 2019"
"951","Total emergency department presentations","South Australia","Per cent","1","2020",25,2020,"Q1 2020"
"952","Total emergency department presentations","South Australia","Per cent","1","2021",23,2021,"Q1 2021"
"953","Total emergency department presentations","South Australia","Per cent","2","2014",25,2014.25,"Q2 2014"
"954","Total emergency department presentations","South Australia","Per cent","2","2015",25,2015.25,"Q2 2015"
"955","Total emergency department presentations","South Australia","Per cent","2","2016",25,2016.25,"Q2 2016"
"956","Total emergency department presentations","South Australia","Per cent","2","2017",24,2017.25,"Q2 2017"
